family,subfamily,tribe,tips,broad_sociality,fine_sociality,ASR_sociality,sociality_ref
Apidae,Apinae,Meliponini,Ptilotrigona_lurida,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Ptilotrigona_pereneae,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Ptilotrigona_occidentalis,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Tetragona_clavipes,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Tetragona_dissecta,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Tetragona_perangulata,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Tetragona_goettei,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Tetragona_dorsalis,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Tetragona_ziegleri,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Geotrigona_fulvatra,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Geotrigona_subgrisea,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Geotrigona_kraussi,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Geotrigona_mombuca,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Geotrigona_fulvohirta,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Oxytrigona_mediorufa,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Oxytrigona_mellicolor,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Oxytrigona_tataira,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Oxytrigona_mulfordi,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Oxytrigona_obscura,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Scaptotrigona_bipunctata,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Scaptotrigona_depilis,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Scaptotrigona_pectoralis,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Scaptotrigona_limae,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Scaptotrigona_tricolorata,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Scaptotrigona_polysticta,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Scaptotrigona_xanthotricha,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Scaptotrigona_mexicana,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Scaptotrigona_subobscuripennis,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Scaptotrigona_hellwegeri,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Scaptotrigona_luteipennis,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Meliwillea_bivea,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Partamona_orizabaensis,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Partamona_gregaria,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Partamona_auripennis,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Partamona_musarum,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Partamona_helleri,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Partamona_cupira,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Partamona_seridoensis,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Partamona_rustica,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Partamona_epiphytophila,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Partamona_bilineata,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Partamona_testacea,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Partamona_vicina,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Partamona_mulata,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Partamona_ailyae,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Partamona_brevipilosa,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Nogueirapis_butteli,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Nogueirapis_mirandula,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Paratrigona_guigliae,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Paratrigona_onorei,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Paratrigona_lineatifrons,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Paratrigona_pacifica,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Paratrigona_lineata,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Paratrigona_subnuda,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Paratrigona_impunctata,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Leurotrigona_muelleri,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Leurotrigona_pusilla,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Trigonisca_bidentata,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Trigonisca_browni,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Trigonisca_chachapoya,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Trigonisca_nataliae,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Trigonisca_buyssoni,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Trigonisca_townsendi,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Meliponini,Trigonisca_longicornis,eusocial,highly eusocial,eusocial,Michener 2007
Apidae,Apinae,Euglossini,Euglossa_imperialis,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_chalybeata,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_orellana,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_iopoecila,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_flammea,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_ignita,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_occidentalis,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_asarophora,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_natesi,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_rufipes,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_piliventris,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_lugubris,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_allosticta,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_viridifrons,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_annectans,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_stellfeldi,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_inflata,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_rugilabris,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_intersecta,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_dodsoni,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_obtusa,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_gorgonensis,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_laevicincta,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_macrorhyncha,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_turbinifex,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_hyacinthina,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_fuscifrons,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_oleolucens,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_paisa,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_samperi,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_stilbonota,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_crassipunctata,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_parvula,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_sapphirina,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_amazonica,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_truncata,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_atroveneta,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_heterosticta,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_crininota,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_hansoni,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_purpurea,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_dissimula,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_igniventris,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_magnipes,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_townsendi,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_pleosticta,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_mourei,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_analis,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_bidentata,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_cognata,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_iopyrrha,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_retroviridis,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_mixta,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_villosiventris,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_championi,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_cybelia,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_ioprosopa,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_dressleri,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_maculilabris,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_nigropilosa,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_chlorina,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_deceptrix,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_fimbriata,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_cordata,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_milenae,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_hemichlora,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_erythrochlora,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_despecta,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_cyanaspis,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_modestior,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_melanotricha,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_securigera,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_variabilis,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_liopoda,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_jamaicensis,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_viridissima,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_tridentata,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_augaspis,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_bursigera,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_prasina,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_cyanura,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_viridis,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_perviridis,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_polita,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_azurea,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_decorata,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_mandibularis,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_perfulgens,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Euglossa_villosa,solitary,some communal or quasisocial,non-eusocial,Michener 1974; Faria & Melo 2020
Apidae,Apinae,Euglossini,Aglae_caerulea,kleptoparasite,,non-eusocial,Silva et al. 2015
Apidae,Apinae,Euglossini,Eufriesea_mexicana,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_dressleri,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_surinamensis,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_flaviventris,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_pallida,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_schmidtiana,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_violacea,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_corusca,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_rugosa,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_chalybaea,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_mariana,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_auriceps,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_nigrohirta,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_nordestina,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_violascens,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_concava,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_mussitans,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_superba,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_lucifera,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_pulchra,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_ornata,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_atlantica,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_distinguenda,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_lucida,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_anisochlora,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_chrysopyga,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_rufocauda,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_excellens,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_magrettii,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_macroglossa,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_vidua,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eufriesea_coerulescens,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eulaema_nigrita,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eulaema_boliviensis,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eulaema_cingulata,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eulaema_mocsaryi,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eulaema_polychroma,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eulaema_peruviana,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eulaema_speciosa,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eulaema_leucopyga,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eulaema_seabrai,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eulaema_polyzona,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eulaema_bombiformis,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eulaema_chocoana,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eulaema_sororia,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eulaema_meriana,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eulaema_atleticana,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Eulaema_flavescens,solitary,some communal or quasisocial,non-eusocial,Michener 1974
Apidae,Apinae,Euglossini,Exaerete_smaragdina,kleptoparasite,,non-eusocial,Kimsey 1979
Apidae,Apinae,Euglossini,Exaerete_frontalis,kleptoparasite,,non-eusocial,Kimsey 1979
Apidae,Apinae,Euglossini,Exaerete_azteca,kleptoparasite,,non-eusocial,Kimsey 1979
Apidae,Apinae,Euglossini,Exaerete_dentata,kleptoparasite,,non-eusocial,Kimsey 1979
Apidae,Apinae,Euglossini,Exaerete_trochanterica,kleptoparasite,,non-eusocial,Kimsey 1979
Apidae,Apinae,Centridini,Centris_analis,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_difformis,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_terminata,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_fuscata,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_longimana,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_rupestris,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_similis,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_ocellaris,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_nitida,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_transversa,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_tarsata,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_vittata,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_trigonoides,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_moldenkei,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_hyptidis,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_thelyopsis,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_cineraria,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_muralis,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_rhodophthalma,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_decolorata,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_aenea,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_haemorrhoidalis,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_varia,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_testacea,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_spilopoda,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_atripes,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_rhodopus,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_lanosa,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_caesalpiniae,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_agameta,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_albiceps,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_agilis,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_anomala,solitary,,non-eusocial,Cardinal & Danforth 2011
Apidae,Apinae,Centridini,Centris_cockerelli,solitary,,non-eusocial,Cardinal & Danforth 2011
